Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
34,Travel_Rarely,324,Sales,21,4,Life Sciences,1,3,Female,40,1,Sales Representative,1,Single,9370,7880,7,No,12,3,3,80,16,3,1,0,11,3,No
33,Travel_Rarely,1159,Human Resources,10,1,Other,1,2,Female,99,1,Sales Representative,4,Single,3924,20862,9,Yes,15,3,2,80,26,0,3,1,6,2,No
51,Travel_Frequently,540,Research & Development,9,5,Life Sciences,1,3,Male,49,1,Human Resources,2,Married,13344,11638,7,Yes,13,4,1,80,4,3,2,9,5,2,Yes
45,Travel_Frequently,1354,Human Resources,18,3,Other,1,2,Female,62,1,Manager,1,Single,14281,11619,9,Yes,16,3,2,80,14,4,3,0,6,6,No
53,Travel_Rarely,1401,Research & Development,23,4,Life Sciences,1,2,Female,79,3,Sales Representative,2,Single,9042,22896,7,Yes,18,4,3,80,4,6,4,3,12,13,No
45,Non-Travel,1386,Sales,3,1,Life Sciences,1,3,Female,38,2,Sales Representative,1,Single,13125,22023,9,Yes,16,3,1,80,23,3,3,8,6,2,No
23,Travel_Rarely,748,Human Resources,11,1,Marketing,1,3,Male,60,3,Sales Representative,2,Married,6325,16945,6,Yes,18,3,4,80,23,5,3,9,5,5,No
27,Travel_Rarely,1093,Sales,26,4,Other,1,1,Female,39,1,Sales Representative,2,Single,11979,5989,9,Yes,12,4,3,80,6,3,1,7,12,10,No
36,Non-Travel,788,Research & Development,2,2,Medical,1,1,Male,84,1,Research Director,2,Divorced,14182,13807,6,No,19,3,3,80,17,5,2,2,6,0,No
37,Travel_Rarely,411,Human Resources,23,1,Life Sciences,1,2,Female,53,4,Human Resources,2,Single,6211,18966,7,Yes,12,3,1,80,4,4,2,1,5,1,No
46,Travel_Frequently,751,Research & Development,7,4,Marketing,1,3,Female,46,2,Research Director,2,Single,4900,21368,7,Yes,19,3,3,80,4,4,1,2,6,3,No
34,Travel_Rarely,704,Research & Development,3,3,Medical,1,4,Male,58,2,Research Director,1,Single,13883,18932,7,No,15,3,3,80,5,6,3,2,6,7,No
43,Travel_Rarely,487,Research & Development,24,3,Life Sciences,1,1,Male,43,1,Sales Representative,1,Married,3830,10220,6,Yes,16,4,3,80,21,3,1,0,5,2,No
49,Travel_Frequently,1101,Human Resources,19,4,Other,1,4,Female,96,1,Manager,2,Single,3264,11958,7,No,20,3,3,80,26,1,1,6,7,6,No
43,Travel_Frequently,1327,Sales,9,4,Medical,1,1,Female,96,2,Sales Representative,1,Single,8577,19039,8,No,15,3,3,80,13,2,1,2,7,3,Yes
32,Travel_Frequently,1341,Sales,3,2,Other,1,1,Female,93,4,Sales Representative,3,Single,9481,12337,9,Yes,15,3,3,80,21,0,4,14,5,9,No
28,Travel_Rarely,1418,Sales,3,3,Other,1,2,Female,53,4,Research Director,2,Single,7252,10161,9,Yes,14,3,2,80,6,2,2,0,7,6,No
54,Travel_Rarely,197,Sales,13,2,Human Resources,1,1,Female,96,3,Sales Representative,3,Married,7671,20473,8,Yes,14,3,1,80,10,3,3,0,5,0,Yes
43,Travel_Frequently,942,Research & Development,20,2,Life Sciences,1,2,Female,64,1,Sales Representative,1,Divorced,10962,18461,7,Yes,18,4,1,80,13,0,2,2,5,6,No
34,Travel_Rarely,445,Human Resources,1,1,Life Sciences,1,2,Female,42,1,Human Resources,2,Single,5355,12107,6,Yes,19,4,2,80,24,3,3,0,5,13,No
26,Travel_Rarely,722,Sales,12,1,Life Sciences,1,1,Male,86,1,Sales Representative,4,Single,8609,9401,7,Yes,14,3,4,80,5,3,2,0,11,5,No
44,Travel_Rarely,1001,Sales,29,1,Medical,1,3,Male,92,3,Human Resources,4,Single,3636,21527,7,Yes,15,3,2,80,8,3,1,6,6,1,No
53,Travel_Rarely,917,Research & Development,25,2,Life Sciences,1,3,Female,79,3,Manager,1,Divorced,11312,22488,6,Yes,13,4,1,80,24,0,2,2,8,1,No
32,Travel_Frequently,380,Research & Development,17,4,Other,1,1,Male,76,1,Sales Representative,3,Single,6603,8899,8,Yes,19,3,2,80,3,1,3,3,5,9,Yes
28,Travel_Rarely,233,Sales,26,4,Life Sciences,1,1,Female,99,1,Manager,1,Single,13652,13984,6,Yes,15,3,1,80,16,2,3,3,7,4,No
27,Travel_Rarely,1144,Research & Development,17,4,Life Sciences,1,3,Female,65,2,Manager,1,Single,7607,9378,6,Yes,12,3,1,80,29,3,1,9,7,2,No
30,Travel_Rarely,1271,Sales,5,1,Life Sciences,1,1,Female,62,1,Research Director,1,Single,3576,6794,8,Yes,15,3,4,80,15,0,2,3,6,1,No
32,Non-Travel,259,Human Resources,25,2,Technical Degree,1,3,Female,50,3,Human Resources,4,Single,5441,6353,6,Yes,14,3,3,80,8,4,3,2,5,9,No
36,Travel_Rarely,549,Human Resources,15,1,Life Sciences,1,1,Female,65,4,Human Resources,3,Single,2294,9237,6,Yes,17,3,2,80,24,2,2,3,6,1,No
44,Travel_Rarely,969,Human Resources,18,2,Technical Degree,1,2,Female,77,1,Sales Representative,1,Married,10293,15414,7,No,16,4,1,80,7,6,3,7,7,3,Yes
35,Travel_Rarely,661,Human Resources,8,2,Marketing,1,3,Female,99,4,Sales Representative,2,Single,15420,18477,7,Yes,11,3,3,80,18,5,2,1,10,2,Yes
54,Travel_Rarely,855,Research & Development,20,2,Medical,1,2,Female,44,2,Sales Representative,4,Married,5915,22646,8,Yes,17,3,3,80,7,1,4,6,7,2,No
53,Travel_Rarely,682,Research & Development,2,4,Technical Degree,1,4,Female,75,2,Human Resources,2,Divorced,8038,5415,7,Yes,13,3,3,80,13,3,2,5,12,2,No
38,Travel_Rarely,1464,Research & Development,20,4,Technical Degree,1,1,Male,90,4,Manager,2,Married,2904,15988,7,Yes,17,4,3,80,28,0,2,1,6,0,No
35,Travel_Rarely,716,Sales,14,3,Marketing,1,3,Male,72,1,Research Director,2,Single,3745,19099,9,Yes,18,4,4,80,17,1,2,4,11,2,No
39,Travel_Rarely,612,Sales,21,1,Other,1,3,Female,60,4,Research Director,1,Single,3172,10567,9,Yes,22,4,3,80,11,0,1,11,7,10,Yes
48,Travel_Rarely,1058,Sales,15,2,Marketing,1,2,Female,43,1,Manager,3,Single,9998,23970,6,Yes,11,3,3,80,21,5,3,6,6,3,Yes
51,Travel_Rarely,1236,Sales,11,1,Life Sciences,1,4,Female,89,2,Sales Representative,1,Divorced,7640,22676,6,Yes,14,4,2,80,17,2,2,8,12,7,No
45,Travel_Frequently,1023,Sales,1,3,Medical,1,2,Female,72,2,Human Resources,1,Married,3651,19694,7,No,11,4,1,80,17,3,2,6,5,5,No
29,Travel_Rarely,1180,Sales,25,1,Medical,1,1,Female,32,1,Sales Representative,3,Single,13501,9039,6,No,17,3,2,80,7,2,2,0,7,9,No
55,Travel_Rarely,1453,Research & Development,22,5,Technical Degree,1,2,Male,61,1,Manager,3,Divorced,4805,17765,6,Yes,14,3,2,80,29,5,2,1,7,0,No
37,Travel_Rarely,1034,Sales,10,1,Medical,1,1,Female,80,2,Research Director,3,Married,2580,8460,7,Yes,16,3,4,80,3,2,3,2,6,1,No
33,Travel_Frequently,1380,Research & Development,15,3,Other,1,1,Female,74,3,Manager,1,Married,7119,11994,6,Yes,23,3,3,80,29,1,2,1,6,0,No
25,Travel_Rarely,998,Research & Development,6,2,Life Sciences,1,1,Female,86,2,Research Director,3,Single,13473,12166,6,Yes,11,3,1,80,27,0,4,2,5,0,No
46,Travel_Rarely,949,Sales,7,4,Life Sciences,1,1,Male,88,2,Human Resources,3,Single,6085,8244,6,Yes,22,3,1,80,4,1,2,0,6,0,No
34,Travel_Rarely,860,Sales,20,5,Medical,1,4,Female,71,3,Manager,1,Single,6750,7415,6,Yes,20,3,1,80,27,5,1,0,10,5,No
57,Travel_Rarely,980,Human Resources,12,1,Medical,1,3,Female,47,3,Manager,1,Divorced,11175,7128,6,Yes,24,3,2,80,25,3,2,1,7,8,No
21,Travel_Rarely,335,Sales,20,3,Medical,1,3,Female,59,1,Sales Representative,3,Married,3125,11782,6,Yes,17,4,1,80,16,4,3,16,7,4,No
51,Travel_Rarely,503,Sales,5,3,Life Sciences,1,1,Female,59,2,Manager,1,Single,3163,16206,7,Yes,12,3,3,80,20,3,4,9,6,6,No
49,Travel_Rarely,684,Sales,9,3,Other,1,1,Female,44,4,Research Director,2,Single,13452,24683,6,Yes,23,3,4,80,9,0,1,0,7,1,No
36,Travel_Rarely,673,Sales,3,3,Technical Degree,1,3,Female,71,3,Research Director,3,Single,7411,16962,7,Yes,15,3,1,80,4,1,3,5,6,11,No
34,Travel_Frequently,383,Sales,12,3,Technical Degree,1,3,Female,99,3,Sales Representative,1,Divorced,11072,15063,6,No,14,3,3,80,18,2,2,7,5,6,No
43,Travel_Rarely,495,Research & Development,15,5,Medical,1,1,Female,65,3,Manager,1,Divorced,9035,11477,6,Yes,17,3,1,80,21,0,3,0,5,7,No
29,Travel_Rarely,637,Sales,3,4,Marketing,1,1,Female,63,2,Sales Representative,2,Single,10698,23016,7,Yes,16,4,1,80,18,0,4,9,7,2,No
30,Travel_Rarely,730,Research & Development,16,5,Other,1,2,Male,69,3,Human Resources,2,Single,2958,12426,9,Yes,11,4,1,80,12,0,3,1,6,3,No
26,Travel_Frequently,229,Research & Development,24,3,Marketing,1,2,Female,49,2,Sales Representative,4,Married,11524,12518,7,No,12,3,1,80,9,1,3,11,10,7,Yes
22,Travel_Rarely,333,Sales,20,4,Medical,1,2,Female,46,1,Manager,2,Single,9865,6180,6,Yes,12,3,2,80,16,2,4,10,6,2,Yes
47,Non-Travel,1166,Sales,21,4,Other,1,4,Female,39,4,Research Director,4,Single,2249,24281,7,No,20,3,1,80,1,3,4,4,6,7,No
27,Travel_Frequently,1257,Human Resources,9,2,Technical Degree,1,2,Male,72,1,Human Resources,1,Divorced,2147,11055,7,No,14,3,1,80,14,2,3,9,6,7,No
29,Travel_Rarely,1028,Sales,22,4,Human Resources,1,2,Female,51,2,Manager,1,Single,9379,13932,7,Yes,23,4,3,80,22,5,3,1,5,4,Yes
35,Travel_Rarely,1351,Research & Development,7,2,Life Sciences,1,3,Female,75,1,Human Resources,3,Single,15375,4803,6,Yes,15,3,3,80,9,3,4,2,5,6,No
30,Travel_Rarely,818,Sales,10,5,Medical,1,3,Female,59,3,Sales Representative,4,Divorced,2947,3335,6,Yes,12,3,2,80,24,1,1,15,7,1,Yes
59,Non-Travel,1295,Human Resources,16,3,Technical Degree,1,1,Female,94,2,Manager,2,Married,14159,9453,7,Yes,15,3,1,80,11,1,2,2,6,2,Yes
26,Non-Travel,1140,Human Resources,1,2,Marketing,1,2,Female,43,3,Research Director,3,Married,14889,17359,6,Yes,16,3,1,80,20,1,3,0,7,3,Yes
43,Travel_Frequently,951,Sales,2,1,Medical,1,1,Female,83,3,Sales Representative,3,Married,16961,17576,9,Yes,23,3,2,80,25,3,2,6,6,11,No
26,Travel_Frequently,182,Research & Development,15,1,Medical,1,1,Female,82,1,Sales Representative,1,Single,7862,11701,6,Yes,18,4,4,80,2,1,1,2,10,3,No
30,Travel_Rarely,467,Research & Development,6,2,Human Resources,1,1,Female,55,2,Sales Representative,1,Single,9766,16777,6,Yes,12,4,2,80,18,0,1,4,9,6,No
29,Travel_Rarely,889,Sales,19,1,Marketing,1,2,Female,75,3,Research Director,2,Married,14422,3776,6,Yes,20,4,4,80,5,1,1,4,5,1,No
37,Travel_Rarely,314,Sales,13,2,Human Resources,1,2,Female,48,2,Manager,1,Married,5521,21767,7,Yes,11,3,4,80,14,2,1,0,6,0,No
41,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,2,Female,91,3,Manager,1,Married,16595,5626,7,Yes,16,3,2,80,22,2,3,16,11,8,No
23,Travel_Rarely,610,Research & Development,5,3,Medical,1,2,Female,84,1,Sales Representative,3,Married,10337,14842,6,No,11,3,2,80,22,4,3,4,6,1,Yes
24,Travel_Rarely,402,Research & Development,21,3,Medical,1,4,Female,61,1,Sales Representative,2,Single,13917,5434,6,Yes,12,4,4,80,13,4,1,4,6,3,Yes
25,Travel_Frequently,481,Research & Development,12,4,Medical,1,2,Female,74,1,Manager,1,Married,9679,11616,7,Yes,11,3,2,80,1,2,3,1,6,1,Yes
41,Travel_Frequently,635,Sales,2,5,Other,1,2,Female,74,2,Human Resources,3,Married,6156,11687,6,Yes,16,3,2,80,5,4,3,4,7,6,No
29,Travel_Rarely,394,Sales,2,2,Life Sciences,1,4,Male,95,2,Research Director,3,Single,6016,16076,7,No,14,3,4,80,5,4,4,0,6,3,No
30,Travel_Frequently,1027,Research & Development,6,4,Marketing,1,3,Female,75,3,Sales Representative,2,Single,8712,16803,9,Yes,11,4,4,80,17,5,3,5,9,5,No
20,Travel_Frequently,903,Sales,19,2,Marketing,1,4,Male,72,2,Sales Representative,3,Single,7064,13368,6,Yes,13,3,2,80,10,4,2,9,6,5,No
42,Travel_Rarely,842,Research & Development,14,4,Life Sciences,1,1,Female,97,1,Manager,3,Single,4861,12362,6,Yes,12,4,3,80,16,6,2,8,7,4,No
49,Travel_Rarely,942,Research & Development,10,4,Other,1,3,Female,98,2,Sales Representative,2,Single,5945,14744,8,Yes,11,3,4,80,13,4,2,0,12,0,No
33,Travel_Frequently,247,Research & Development,12,2,Human Resources,1,4,Male,62,1,Manager,1,Single,9692,17439,7,Yes,11,4,1,80,10,4,4,7,6,8,No
35,Travel_Rarely,492,Research & Development,12,2,Life Sciences,1,3,Female,53,1,Manager,4,Single,8988,13017,6,Yes,21,3,4,80,26,5,2,1,7,4,No
35,Travel_Rarely,411,Sales,25,4,Life Sciences,1,2,Female,51,4,Manager,3,Divorced,3756,18700,9,Yes,12,3,4,80,20,2,4,1,9,2,No
42,Travel_Rarely,1423,Sales,1,3,Other,1,3,Female,66,1,Sales Representative,2,Divorced,11532,21214,6,Yes,13,3,3,80,17,4,2,8,6,8,No
38,Travel_Rarely,932,Research & Development,23,1,Medical,1,3,Female,53,4,Sales Representative,2,Single,7900,18624,7,No,16,3,1,80,12,5,2,3,7,0,No
50,Travel_Rarely,353,Sales,14,3,Other,1,3,Female,31,4,Manager,1,Married,10889,16465,7,Yes,14,4,2,80,14,0,2,0,6,7,No
28,Non-Travel,367,Sales,20,3,Marketing,1,1,Female,59,3,Manager,1,Married,5238,19504,6,Yes,12,3,3,80,7,3,3,10,7,9,No
49,Travel_Rarely,653,Sales,3,1,Technical Degree,1,2,Female,43,2,Research Director,3,Single,8707,8439,9,Yes,14,4,4,80,12,3,4,1,12,2,No
26,Travel_Rarely,893,Sales,15,1,Human Resources,1,2,Female,73,2,Manager,2,Married,15576,12309,6,No,11,3,1,80,21,1,3,1,5,7,Yes
45,Travel_Frequently,358,Sales,4,1,Medical,1,3,Female,42,2,Manager,1,Single,5625,18737,7,Yes,14,4,3,80,29,1,4,1,5,9,Yes
42,Travel_Rarely,312,Sales,6,5,Other,1,1,Female,97,3,Manager,4,Divorced,4553,20855,7,Yes,19,3,2,80,4,0,2,15,7,6,Yes
38,Travel_Frequently,534,Research & Development,25,3,Life Sciences,1,3,Female,87,4,Sales Representative,2,Married,5251,13500,6,Yes,22,3,1,80,17,0,3,2,9,1,Yes
37,Travel_Rarely,713,Sales,23,1,Marketing,1,1,Female,57,3,Manager,1,Married,5282,12859,8,Yes,14,3,4,80,11,0,4,3,5,10,No
50,Travel_Rarely,1391,Sales,13,2,Other,1,3,Male,63,3,Sales Representative,1,Married,4031,18834,6,Yes,20,3,4,80,21,5,2,0,5,4,No
51,Travel_Frequently,815,Human Resources,28,4,Life Sciences,1,1,Female,74,3,Manager,3,Married,4715,4533,8,Yes,12,3,3,80,3,0,4,3,5,9,No
33,Travel_Rarely,1277,Research & Development,15,1,Medical,1,2,Male,56,3,Manager,3,Married,13610,24619,7,No,12,3,4,80,15,2,4,6,7,7,Yes
29,Non-Travel,814,Sales,15,3,Technical Degree,1,4,Female,79,3,Sales Representative,2,Divorced,12731,19167,8,No,19,4,1,80,2,3,1,5,8,1,No
32,Travel_Rarely,1454,Sales,3,3,Medical,1,4,Female,64,4,Research Director,1,Divorced,4563,23138,6,Yes,16,3,3,80,20,1,1,3,5,1,No
33,Travel_Frequently,237,Research & Development,9,1,Marketing,1,2,Female,56,3,Sales Representative,4,Married,6869,3995,7,Yes,13,4,1,80,4,2,3,6,6,8,No
54,Travel_Rarely,798,Sales,12,3,Other,1,2,Male,36,3,Sales Representative,1,Single,2150,5245,6,No,13,3,3,80,27,3,1,1,6,3,No
24,Travel_Rarely,839,Research & Development,19,5,Technical Degree,1,3,Female,70,2,Sales Representative,1,Single,2900,7531,6,Yes,17,3,1,80,14,0,3,4,6,6,No
50,Travel_Rarely,711,Research & Development,3,3,Medical,1,3,Male,71,1,Manager,1,Married,5794,21557,6,Yes,16,3,4,80,20,1,3,5,6,6,No
29,Travel_Frequently,1385,Sales,18,4,Life Sciences,1,3,Female,76,1,Sales Representative,1,Married,10074,23966,7,Yes,18,3,1,80,13,5,2,2,9,0,Yes
53,Travel_Rarely,418,Research & Development,2,4,Medical,1,2,Female,89,2,Manager,1,Single,11160,8069,8,Yes,13,3,4,80,29,2,1,1,8,1,No
46,Travel_Rarely,228,Sales,3,3,Life Sciences,1,3,Female,51,3,Manager,2,Married,16606,11380,8,Yes,12,3,4,80,23,2,4,12,5,1,No
21,Travel_Rarely,1200,Sales,8,2,Other,1,3,Female,66,2,Sales Representative,3,Divorced,6557,10151,8,Yes,14,4,3,80,16,1,2,4,5,5,No
34,Travel_Rarely,724,Sales,4,1,Human Resources,1,1,Male,61,3,Sales Representative,2,Single,4506,16703,6,Yes,14,4,2,80,21,3,1,1,8,2,No
27,Travel_Rarely,205,Research & Development,11,4,Human Resources,1,2,Female,71,3,Manager,4,Married,4310,5222,9,No,14,3,3,80,27,3,3,10,5,2,Yes
43,Travel_Rarely,301,Research & Development,18,2,Technical Degree,1,1,Male,39,3,Sales Representative,3,Married,3165,23841,6,Yes,12,3,1,80,10,2,4,7,6,5,No
44,Travel_Rarely,1201,Research & Development,14,1,Life Sciences,1,1,Male,53,1,Manager,1,Single,6806,3470,8,No,13,3,3,80,8,2,4,10,5,5,No
28,Travel_Rarely,261,Research & Development,2,4,Technical Degree,1,1,Female,90,1,Manager,2,Married,6917,3240,8,Yes,12,3,2,80,23,4,3,2,5,3,No
40,Travel_Rarely,1173,Research & Development,20,3,Technical Degree,1,3,Male,90,2,Sales Representative,4,Single,8442,16942,7,Yes,11,3,2,80,10,0,2,2,5,5,No
26,Travel_Rarely,951,Sales,27,3,Medical,1,3,Male,45,3,Sales Representative,2,Single,9987,12036,6,Yes,13,3,2,80,9,0,1,9,8,12,No
41,Travel_Rarely,435,Research & Development,9,1,Life Sciences,1,3,Female,75,1,Manager,1,Single,9350,9406,8,Yes,11,3,2,80,18,3,1,3,5,6,No
26,Travel_Frequently,308,Sales,4,1,Other,1,1,Male,100,1,Manager,2,Single,9761,13226,8,Yes,24,4,1,80,13,2,2,0,6,6,No
32,Travel_Rarely,785,Sales,3,5,Technical Degree,1,3,Female,37,1,Research Director,4,Single,7309,16210,6,No,11,3,3,80,10,4,4,0,5,6,Yes
42,Non-Travel,666,Research & Development,20,2,Medical,1,3,Male,52,2,Manager,2,Married,10123,8065,8,Yes,16,3,3,80,7,0,4,7,7,6,No
39,Travel_Rarely,615,Research & Development,11,2,Medical,1,1,Female,35,1,Sales Representative,2,Single,4458,19370,6,Yes,15,4,3,80,5,2,2,7,7,0,No
21,Travel_Rarely,1166,Research & Development,2,2,Medical,1,2,Male,33,2,Human Resources,2,Divorced,10015,13274,6,Yes,15,3,1,80,5,3,2,3,11,6,No
25,Travel_Frequently,1266,Research & Development,23,5,Human Resources,1,2,Female,90,1,Manager,2,Married,5666,13544,6,Yes,17,4,2,80,6,0,4,8,6,6,No
58,Travel_Rarely,592,Sales,6,5,Life Sciences,1,2,Male,54,1,Research Director,1,Single,2349,8195,6,Yes,16,3,4,80,16,0,1,0,9,5,No
23,Travel_Rarely,415,Sales,21,3,Life Sciences,1,3,Female,61,3,Manager,1,Single,3345,5463,6,Yes,11,3,4,80,19,1,1,14,8,1,No
36,Non-Travel,1109,Research & Development,8,3,Marketing,1,1,Female,45,3,Manager,1,Single,6614,5159,7,Yes,13,3,1,80,14,0,3,9,7,3,No
37,Travel_Rarely,1178,Sales,2,2,Technical Degree,1,4,Male,63,3,Human Resources,4,Single,5868,21962,6,Yes,20,3,3,80,9,0,4,2,8,5,No
35,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,2,Female,71,4,Manager,2,Divorced,11996,19100,7,Yes,18,3,2,80,10,6,2,7,6,2,No
43,Travel_Rarely,1142,Sales,18,3,Technical Degree,1,1,Female,73,3,Manager,1,Divorced,10062,4561,7,No,15,4,1,80,6,3,4,0,10,1,No
54,Travel_Rarely,911,Research & Development,10,1,Marketing,1,2,Male,54,1,Manager,4,Married,4795,5773,6,Yes,15,3,1,80,19,3,2,5,6,2,No
33,Travel_Rarely,1326,Sales,27,3,Medical,1,1,Male,96,2,Sales Representative,2,Single,7004,8001,6,No,15,3,3,80,6,0,3,3,5,9,Yes
34,Non-Travel,1045,Sales,12,4,Human Resources,1,1,Female,76,3,Sales Representative,1,Single,2867,18632,8,Yes,13,3,3,80,11,6,3,3,12,1,Yes
42,Travel_Rarely,522,Research & Development,14,3,Marketing,1,3,Female,69,1,Research Director,2,Single,3837,3390,9,Yes,13,3,4,80,6,0,1,9,10,0,No
41,Travel_Rarely,724,Sales,7,1,Marketing,1,1,Female,64,2,Sales Representative,3,Single,16172,7972,7,Yes,17,4,1,80,6,6,4,2,7,3,No
45,Travel_Rarely,1148,Research & Development,7,1,Life Sciences,1,1,Female,100,1,Sales Representative,4,Married,7098,6800,6,Yes,17,3,2,80,12,0,1,6,7,5,No
20,Travel_Rarely,1406,Research & Development,26,2,Life Sciences,1,4,Female,87,1,Manager,2,Single,12744,11621,8,No,11,3,4,80,3,2,3,6,7,4,No
37,Travel_Rarely,652,Sales,3,2,Technical Degree,1,2,Female,63,2,Manager,1,Single,10958,12120,7,Yes,18,4,1,80,25,2,2,7,8,2,Yes
24,Travel_Rarely,965,Research & Development,19,4,Other,1,3,Female,69,4,Manager,3,Divorced,10692,15875,6,Yes,18,3,1,80,22,3,1,4,9,6,No
35,Travel_Rarely,1316,Research & Development,18,4,Medical,1,3,Male,55,3,Sales Representative,3,Single,8625,8123,7,No,16,3,1,80,8,0,3,0,7,3,No
27,Travel_Rarely,1228,Research & Development,5,2,Life Sciences,1,2,Female,78,1,Manager,3,Single,10812,16583,7,Yes,12,4,3,80,23,2,3,4,6,1,No
32,Travel_Rarely,799,Human Resources,3,4,Medical,1,1,Male,51,4,Manager,4,Divorced,11187,18464,7,Yes,15,3,1,80,22,2,1,4,5,9,No
26,Travel_Rarely,1284,Research & Development,22,4,Marketing,1,2,Female,83,1,Manager,3,Single,15678,24891,7,Yes,18,3,1,80,3,6,1,1,7,8,No
39,Travel_Rarely,1141,Sales,16,4,Technical Degree,1,3,Female,56,2,Research Director,3,Single,2448,9645,6,Yes,11,3,4,80,9,1,3,12,5,2,No
36,Travel_Rarely,681,Research & Development,20,2,Marketing,1,4,Female,46,1,Sales Representative,2,Married,2755,24064,9,Yes,13,4,2,80,10,0,1,0,6,2,No
38,Travel_Rarely,1005,Sales,18,4,Marketing,1,3,Female,64,1,Sales Representative,2,Single,9205,16011,6,Yes,19,3,1,80,2,0,3,9,11,9,No
54,Travel_Rarely,993,Research & Development,20,1,Human Resources,1,3,Female,65,3,Manager,3,Single,6266,16439,6,Yes,13,3,1,80,14,4,4,0,7,0,Yes
34,Travel_Rarely,576,Sales,12,3,Medical,1,1,Male,74,3,Sales Representative,3,Married,9176,22921,6,Yes,16,4,1,80,10,0,2,4,5,7,No
26,Travel_Rarely,1036,Sales,8,3,Technical Degree,1,3,Female,74,3,Sales Representative,2,Single,9955,24912,6,Yes,15,3,3,80,27,0,2,3,8,0,No
26,Travel_Rarely,182,Sales,15,1,Marketing,1,2,Male,54,1,Manager,1,Single,15776,18970,6,Yes,13,4,1,80,6,2,2,0,6,7,No
35,Travel_Rarely,686,Sales,26,1,Other,1,2,Male,91,1,Manager,2,Married,5003,5410,7,Yes,15,3,4,80,3,6,2,1,7,2,No
25,Non-Travel,257,Research & Development,7,2,Human Resources,1,2,Female,46,2,Sales Representative,4,Single,5308,5120,7,No,11,3,4,80,10,4,1,4,6,6,No
41,Travel_Rarely,1188,Human Resources,5,3,Other,1,3,Female,62,1,Manager,4,Married,5718,12573,6,Yes,15,3,1,80,20,3,2,0,6,7,No
39,Travel_Rarely,187,Sales,11,2,Marketing,1,1,Female,74,4,Manager,3,Divorced,3574,7478,7,Yes,15,3,1,80,18,0,1,6,9,2,Yes
50,Travel_Rarely,867,Sales,9,4,Life Sciences,1,2,Male,96,2,Sales Representative,2,Divorced,11351,4086,6,Yes,17,3,4,80,4,5,3,10,6,8,No
30,Travel_Rarely,817,Sales,23,3,Life Sciences,1,4,Female,83,2,Research Director,2,Single,2665,15925,6,Yes,15,4,4,80,5,5,4,10,5,2,No
25,Travel_Rarely,1274,Research & Development,21,5,Marketing,1,2,Female,55,3,Manager,2,Single,2979,10395,6,Yes,11,4,2,80,21,0,2,10,5,0,No
49,Travel_Rarely,1417,Sales,22,5,Technical Degree,1,4,Female,86,3,Sales Representative,3,Single,12763,9506,6,Yes,13,4,1,80,4,2,1,13,9,2,No
36,Travel_Rarely,1371,Sales,23,2,Other,1,4,Female,61,1,Manager,3,Divorced,13620,7657,9,Yes,19,3,2,80,8,0,2,8,6,2,No
38,Non-Travel,295,Research & Development,24,4,Human Resources,1,2,Female,35,3,Human Resources,1,Single,3164,17121,6,Yes,16,4,1,80,11,5,3,2,7,0,No
21,Travel_Rarely,750,Sales,5,3,Medical,1,1,Female,49,2,Sales Representative,1,Single,11535,4197,7,Yes,14,3,4,80,11,6,1,0,9,7,Yes
36,Travel_Rarely,989,Research & Development,18,4,Life Sciences,1,1,Female,44,2,Manager,2,Married,12560,9187,6,Yes,14,4,2,80,6,5,3,11,7,7,No
29,Travel_Rarely,514,Sales,5,2,Life Sciences,1,3,Female,61,2,Manager,2,Married,5958,11544,9,No,16,3,4,80,30,4,2,0,12,6,No
25,Travel_Rarely,661,Sales,9,2,Marketing,1,1,Female,38,1,Manager,3,Single,11512,16257,7,Yes,16,3,2,80,11,2,2,3,6,6,No
49,Travel_Rarely,861,Sales,13,1,Life Sciences,1,2,Female,65,1,Human Resources,3,Single,2407,6048,7,Yes,11,4,1,80,5,0,2,8,10,3,No
40,Travel_Rarely,1141,Research & Development,29,3,Life Sciences,1,2,Male,91,2,Sales Representative,2,Single,12529,22456,6,No,14,3,2,80,8,4,2,2,5,3,Yes
41,Travel_Rarely,1302,Sales,8,1,Technical Degree,1,3,Female,61,3,Sales Representative,1,Divorced,4602,20772,6,Yes,11,3,3,80,17,1,2,0,5,1,No
36,Travel_Frequently,310,Research & Development,4,2,Marketing,1,3,Female,74,3,Manager,3,Single,15619,18006,9,Yes,14,4,1,80,26,0,1,0,6,1,No
49,Travel_Rarely,917,Research & Development,19,4,Medical,1,2,Female,70,1,Research Director,2,Single,8338,9144,9,Yes,15,4,1,80,28,1,1,2,4,5,No
